year,stfips,ctyfips,fips,name,avg_age,farms,acres
1910,39,121,39121,NOBLE,NA,2713,242325
1920,39,121,39121,NOBLE,NA,2576,241906
1925,39,121,39121,NOBLE,NA,2467,233080
1930,39,121,39121,NOBLE,NA,2467,236732
1935,39,121,39121,NOBLE,NA,2493,242219
1940,39,121,39121,NOBLE,52.9,2193,230327
1945,39,121,39121,NOBLE,53.8,2016,226762
1950,39,121,39121,NOBLE,NA,1695,201526
1954,39,121,39121,NOBLE,NA,1457,187764
1959,39,121,39121,NOBLE,53.9,1177,171484
1964,39,121,39121,NOBLE,53.6,996,161647
1969,39,121,39121,NOBLE,55.09999847412111,722,139389
1974,39,121,39121,NOBLE,53.09999847412111,554,111522
1978,39,121,39121,NOBLE,53.6,608,126627
1982,39,121,39121,NOBLE,53.4,610,117878
1987,39,121,39121,NOBLE,54.9,567,104307
1992,39,121,39121,NOBLE,54,551,104197
1997,39,121,39121,NOBLE,54.900001525879,519,99003
2002,39,121,39121,Ohio\Noble,53.5,602,106957
2007,39,121,39121,NOBLE,54.2,534,89298
2012,39,121,39121,Ohio\Noble,54.2,595,86117
1850,39,123,39123,OTTAWA,NA,227,29671
1860,39,123,39123,OTTAWA,NA,672,69903
1870,39,123,39123,OTTAWA,NA,1122,88736
1880,39,123,39123,OTTAWA,NA,1799,123850
1890,39,123,39123,OTTAWA,NA,2096,132142
1900,39,123,39123,OTTAWA,NA,2367,158472
1910,39,123,39123,OTTAWA,NA,2216,146887
1920,39,123,39123,OTTAWA,NA,2010,138750
1925,39,123,39123,OTTAWA,NA,1982,137808
1930,39,123,39123,OTTAWA,NA,1982,137510
1935,39,123,39123,OTTAWA,NA,2134,140908
1940,39,123,39123,OTTAWA,50.7,1680,137174
1945,39,123,39123,OTTAWA,49.2,1611,138933
1950,39,123,39123,OTTAWA,NA,1527,132212
1954,39,123,39123,OTTAWA,NA,1392,127576
1959,39,123,39123,OTTAWA,50.6,1083,120097
1964,39,123,39123,OTTAWA,52.3,1002,128003
1969,39,123,39123,OTTAWA,50.799999237060504,979,130272
1974,39,123,39123,OTTAWA,50.4000015258789,785,112752
1978,39,123,39123,OTTAWA,48.9,698,118283
1982,39,123,39123,OTTAWA,49.7,677,119118
1987,39,123,39123,OTTAWA,50.3,573,105390
1992,39,123,39123,OTTAWA,52,522,106573
1997,39,123,39123,OTTAWA,53.200000762939005,474,105771
2002,39,123,39123,Ohio\Ottawa,53.4,517,114430
2007,39,123,39123,OTTAWA,55.9,589,115145
2012,39,123,39123,Ohio\Ottawa,55.9,620,112677
1850,39,125,39125,PAULDING,NA,77,9787
1860,39,125,39125,PAULDING,NA,404,42665
1870,39,125,39125,PAULDING,NA,645,70124
1880,39,125,39125,PAULDING,NA,1650,132674
1890,39,125,39125,PAULDING,NA,2492,168570
1900,39,125,39125,PAULDING,NA,3783,248303
1910,39,125,39125,PAULDING,NA,2840,255609
1920,39,125,39125,PAULDING,NA,2414,246265
1925,39,125,39125,PAULDING,NA,2046,239609
1930,39,125,39125,PAULDING,NA,2046,244420
1935,39,125,39125,PAULDING,NA,1964,245183
1940,39,125,39125,PAULDING,47.9,1758,245438
1945,39,125,39125,PAULDING,48.2,1601,250307
1950,39,125,39125,PAULDING,NA,1509,245949
1954,39,125,39125,PAULDING,NA,1357,238922
1959,39,125,39125,PAULDING,49.3,1210,244117
1964,39,125,39125,PAULDING,49.2,988,237439
1969,39,125,39125,PAULDING,48.299999237060504,1157,263155
1974,39,125,39125,PAULDING,50.9000015258789,853,225993
1978,39,125,39125,PAULDING,48.5,815,231367
1982,39,125,39125,PAULDING,47.4,777,222836
1987,39,125,39125,PAULDING,48.9,718,227830
1992,39,125,39125,PAULDING,51,621,219037
1997,39,125,39125,PAULDING,50.400001525879,542,209983
2002,39,125,39125,Ohio\Paulding,53.7,651,238497
2007,39,125,39125,PAULDING,57.1,754,255564
2012,39,125,39125,Ohio\Paulding,57.1,676,220878
1850,39,127,39127,PERRY,NA,1314,182375
1860,39,127,39127,PERRY,NA,1931,245119
1870,39,127,39127,PERRY,NA,1946,251657
1880,39,127,39127,PERRY,NA,2029,250147
1890,39,127,39127,PERRY,NA,2179,224252
1900,39,127,39127,PERRY,NA,2356,227242
1910,39,127,39127,PERRY,NA,2414,225685
1920,39,127,39127,PERRY,NA,2355,218578
1925,39,127,39127,PERRY,NA,2110,189333
1930,39,127,39127,PERRY,NA,2110,188025
1935,39,127,39127,PERRY,NA,2267,206784
1940,39,127,39127,PERRY,52.4,2130,195982
1945,39,127,39127,PERRY,51.7,2075,189621
1950,39,127,39127,PERRY,NA,1570,165211
1954,39,127,39127,PERRY,NA,1388,153824
1959,39,127,39127,PERRY,52.2,1142,138392
1964,39,127,39127,PERRY,53.9,940,121919
1969,39,127,39127,PERRY,53.59999847412111,812,112851
1974,39,127,39127,PERRY,51.09999847412111,733,113627
1978,39,127,39127,PERRY,51.1,713,106195
1982,39,127,39127,PERRY,52.2,676,101513
1987,39,127,39127,PERRY,53.1,641,103309
1992,39,127,39127,PERRY,54,580,96060
1997,39,127,39127,PERRY,52.59999847412101,606,96603
2002,39,127,39127,Ohio\Perry,54.5,639,91907
2007,39,127,39127,PERRY,55.9,643,97965
2012,39,127,39127,Ohio\Perry,55.9,699,107224
1850,39,129,39129,PICKAWAY,NA,1261,273588
1860,39,129,39129,PICKAWAY,NA,1650,232037
1870,39,129,39129,PICKAWAY,NA,2245,342157
1880,39,129,39129,PICKAWAY,NA,2233,314412
1890,39,129,39129,PICKAWAY,NA,2392,300266
1900,39,129,39129,PICKAWAY,NA,2429,309642
1910,39,129,39129,PICKAWAY,NA,2306,310422
1920,39,129,39129,PICKAWAY,NA,2151,308497
1925,39,129,39129,PICKAWAY,NA,2066,292221
1930,39,129,39129,PICKAWAY,NA,2066,302444
1935,39,129,39129,PICKAWAY,NA,2153,305916
1940,39,129,39129,PICKAWAY,50.8,1869,301224
1945,39,129,39129,PICKAWAY,51.6,1996,324108
1950,39,129,39129,PICKAWAY,NA,1750,322591
1954,39,129,39129,PICKAWAY,NA,1582,306367
1959,39,129,39129,PICKAWAY,51,1360,306774
1964,39,129,39129,PICKAWAY,50.8,1127,297287
1969,39,129,39129,PICKAWAY,50.9000015258789,1217,311893
1974,39,129,39129,PICKAWAY,50.299999237060504,1032,288323
1978,39,129,39129,PICKAWAY,49.3,930,287656
1982,39,129,39129,PICKAWAY,49.2,871,284843
1987,39,129,39129,PICKAWAY,49.9,783,260947
1992,39,129,39129,PICKAWAY,52,683,259390
1997,39,129,39129,PICKAWAY,51.79999923706101,703,267300
2002,39,129,39129,Ohio\Pickaway,54,791,275029
2007,39,129,39129,PICKAWAY,57.9,832,288905
2012,39,129,39129,Ohio\Pickaway,57.9,803,293684
1850,39,131,39131,PIKE,NA,731,143571
1860,39,131,39131,PIKE,NA,1221,203136
1870,39,131,39131,PIKE,NA,1519,199514
1880,39,131,39131,PIKE,NA,1891,254880
1890,39,131,39131,PIKE,NA,1971,224376
1900,39,131,39131,PIKE,NA,2385,243016
1910,39,131,39131,PIKE,NA,2189,242226
1920,39,131,39131,PIKE,NA,1940,229343
1925,39,131,39131,PIKE,NA,1786,215180
1930,39,131,39131,PIKE,NA,1786,204806
1935,39,131,39131,PIKE,NA,1944,223706
1940,39,131,39131,PIKE,51.5,1702,209214
1945,39,131,39131,PIKE,52.4,1656,204384
1950,39,131,39131,PIKE,NA,1437,190111
1954,39,131,39131,PIKE,NA,1308,169268
1959,39,131,39131,PIKE,52.4,919,133004
1964,39,131,39131,PIKE,53.5,770,134002
1969,39,131,39131,PIKE,53.299999237060504,607,126298
1974,39,131,39131,PIKE,51.799999237060504,508,103764
1978,39,131,39131,PIKE,52,567,111483
1982,39,131,39131,PIKE,51.2,521,109450
1987,39,131,39131,PIKE,54,454,100764
1992,39,131,39131,PIKE,55,378,87954
1997,39,131,39131,PIKE,53,435,78311
2002,39,131,39131,Ohio\Pike,56,505,83602
2007,39,131,39131,PIKE,55.8,538,80636
2012,39,131,39131,Ohio\Pike,55.8,490,97446
1850,39,133,39133,PORTAGE,NA,2264,250932
1860,39,133,39133,PORTAGE,NA,2774,306643
1870,39,133,39133,PORTAGE,NA,2568,274475
1880,39,133,39133,PORTAGE,NA,3315,309959
1890,39,133,39133,PORTAGE,NA,3351,292475
1900,39,133,39133,PORTAGE,NA,3557,304162
1910,39,133,39133,PORTAGE,NA,3591,295552
1920,39,133,39133,PORTAGE,NA,3406,286070
1925,39,133,39133,PORTAGE,NA,3192,253807
1930,39,133,39133,PORTAGE,NA,3192,235749
1935,39,133,39133,PORTAGE,NA,3729,260819
1940,39,133,39133,PORTAGE,51.5,3368,249915
1945,39,133,39133,PORTAGE,50.2,3494,244060
1950,39,133,39133,PORTAGE,NA,2930,225602
1954,39,133,39133,PORTAGE,NA,2667,205518
1959,39,133,39133,PORTAGE,51.9,1767,162106
1964,39,133,39133,PORTAGE,52,1396,142771
1969,39,133,39133,PORTAGE,52.299999237060504,1030,124315
1974,39,133,39133,PORTAGE,53.299999237060504,885,109639
1978,39,133,39133,PORTAGE,50.4,890,112172
1982,39,133,39133,PORTAGE,50.1,940,113088
1987,39,133,39133,PORTAGE,52,820,102483
1992,39,133,39133,PORTAGE,54,721,96293
1997,39,133,39133,PORTAGE,54.400001525879,719,87453
2002,39,133,39133,Ohio\Portage,55.3,962,96874
2007,39,133,39133,PORTAGE,56.5,862,82759
2012,39,133,39133,Ohio\Portage,56.5,847,83321
1850,39,135,39135,PREBLE,NA,1799,244166
1860,39,135,39135,PREBLE,NA,1630,260916
1870,39,135,39135,PREBLE,NA,2091,249145
1880,39,135,39135,PREBLE,NA,2519,258551
1890,39,135,39135,PREBLE,NA,2795,259556
1900,39,135,39135,PREBLE,NA,3085,264537
1910,39,135,39135,PREBLE,NA,3309,265819
1920,39,135,39135,PREBLE,NA,3095,263918
1925,39,135,39135,PREBLE,NA,2803,253567
1930,39,135,39135,PREBLE,NA,2803,258547
1935,39,135,39135,PREBLE,NA,2741,255821
1940,39,135,39135,PREBLE,49.5,2588,259765
1945,39,135,39135,PREBLE,49.2,2572,265464
1950,39,135,39135,PREBLE,NA,2361,252902
1954,39,135,39135,PREBLE,NA,2216,243757
1959,39,135,39135,PREBLE,49.2,1969,239417
1964,39,135,39135,PREBLE,49.8,1820,232186
1969,39,135,39135,PREBLE,48.799999237060504,1695,236548
1974,39,135,39135,PREBLE,48.59999847412111,1524,227641
1978,39,135,39135,PREBLE,47.9,1394,225021
1982,39,135,39135,PREBLE,49.1,1319,208908
1987,39,135,39135,PREBLE,51.3,1183,211432
1992,39,135,39135,PREBLE,51,1067,204079
1997,39,135,39135,PREBLE,52.59999847412101,977,197141
2002,39,135,39135,Ohio\Preble,54.1,1065,198048
2007,39,135,39135,PREBLE,54.8,1181,230616
2012,39,135,39135,Ohio\Preble,54.8,1088,224243
1850,39,137,39137,PUTNAM,NA,603,75866
1860,39,137,39137,PUTNAM,NA,1399,174430
1870,39,137,39137,PUTNAM,NA,1684,172614
1880,39,137,39137,PUTNAM,NA,2693,239836
1890,39,137,39137,PUTNAM,NA,3179,255928
1900,39,137,39137,PUTNAM,NA,3598,290553
1910,39,137,39137,PUTNAM,NA,3469,292502
1920,39,137,39137,PUTNAM,NA,3232,292620
1925,39,137,39137,PUTNAM,NA,2954,275953
1930,39,137,39137,PUTNAM,NA,2954,283103
1935,39,137,39137,PUTNAM,NA,3135,294078
1940,39,137,39137,PUTNAM,47.7,2867,292659
1945,39,137,39137,PUTNAM,48.4,2717,298156
1950,39,137,39137,PUTNAM,NA,2601,292392
1954,39,137,39137,PUTNAM,NA,2379,285868
1959,39,137,39137,PUTNAM,48.2,2154,294286
1964,39,137,39137,PUTNAM,48.4,1969,294269
1969,39,137,39137,PUTNAM,48.4000015258789,1975,306085
1974,39,137,39137,PUTNAM,49,1753,290322
1978,39,137,39137,PUTNAM,47.7,1630,284911
1982,39,137,39137,PUTNAM,47.5,1627,282429
1987,39,137,39137,PUTNAM,47.9,1584,290078
1992,39,137,39137,PUTNAM,48,1473,286698
1997,39,137,39137,PUTNAM,50.09999847412101,1352,292335
2002,39,137,39137,Ohio\Putnam,51.3,1348,331517
2007,39,137,39137,PUTNAM,53.7,1316,303751
2012,39,137,39137,Ohio\Putnam,53.7,1272,305567
1850,39,139,39139,RICHLAND,NA,2522,281947
1860,39,139,39139,RICHLAND,NA,2700,301333
1870,39,139,39139,RICHLAND,NA,2760,340184
1880,39,139,39139,RICHLAND,NA,3138,311016
1890,39,139,39139,RICHLAND,NA,3209,298256
1900,39,139,39139,RICHLAND,NA,3419,304243
1910,39,139,39139,RICHLAND,NA,3262,303085
1920,39,139,39139,RICHLAND,NA,3125,299138
1925,39,139,39139,RICHLAND,NA,2835,260820
1930,39,139,39139,RICHLAND,NA,2835,278086
1935,39,139,39139,RICHLAND,NA,3070,285958
1940,39,139,39139,RICHLAND,50,2857,281927
1945,39,139,39139,RICHLAND,50.3,2920,282344
1950,39,139,39139,RICHLAND,NA,2538,257375
1954,39,139,39139,RICHLAND,NA,2394,254291
1959,39,139,39139,RICHLAND,51.2,1769,215858
1964,39,139,39139,RICHLAND,51.1,1537,202835
1969,39,139,39139,RICHLAND,51.09999847412111,1475,199717
1974,39,139,39139,RICHLAND,51.7000007629395,1261,187064
1978,39,139,39139,RICHLAND,48.9,1190,186927
1982,39,139,39139,RICHLAND,49.3,1168,189530
1987,39,139,39139,RICHLAND,50.5,1022,168992
1992,39,139,39139,RICHLAND,51,922,160734
1997,39,139,39139,RICHLAND,48.400001525879,908,155516
2002,39,139,39139,Ohio\Richland,52.2,1086,158653
2007,39,139,39139,RICHLAND,54.8,1009,146580
2012,39,139,39139,Ohio\Richland,54.8,1010,160623
1850,39,141,39141,ROSS,NA,1435,309559
1860,39,141,39141,ROSS,NA,2099,388823
1870,39,141,39141,ROSS,NA,1717,325626
1880,39,141,39141,ROSS,NA,2823,405853
1890,39,141,39141,ROSS,NA,2984,382879
1900,39,141,39141,ROSS,NA,3301,405198
1910,39,141,39141,ROSS,NA,3218,404171
1920,39,141,39141,ROSS,NA,2949,384328
1925,39,141,39141,ROSS,NA,2856,371189
1930,39,141,39141,ROSS,NA,2856,348944
1935,39,141,39141,ROSS,NA,2967,387783
1940,39,141,39141,ROSS,51.3,2765,358308
1945,39,141,39141,ROSS,51.6,2554,361983
1950,39,141,39141,ROSS,NA,2386,357778
1954,39,141,39141,ROSS,NA,2176,339089
1959,39,141,39141,ROSS,51.8,1628,324268
1964,39,141,39141,ROSS,53.3,1333,300355
1969,39,141,39141,ROSS,50.799999237060504,1197,286432
1974,39,141,39141,ROSS,51.7000007629395,957,278035
1978,39,141,39141,ROSS,50.2,943,262334
1982,39,141,39141,ROSS,51.3,903,257872
1987,39,141,39141,ROSS,51.8,815,252889
1992,39,141,39141,ROSS,54,809,253383
1997,39,141,39141,ROSS,56.59999847412101,885,251675
2002,39,141,39141,Ohio\Ross,55.2,952,246690
2007,39,141,39141,ROSS,57.8,1009,223650
2012,39,141,39141,Ohio\Ross,57.8,980,221723
1850,39,143,39143,SANDUSKY,NA,1391,150691
1860,39,143,39143,SANDUSKY,NA,1212,130835
1870,39,143,39143,SANDUSKY,NA,2459,227181
1880,39,143,39143,SANDUSKY,NA,2850,245302
1890,39,143,39143,SANDUSKY,NA,2868,237293
1900,39,143,39143,SANDUSKY,NA,2842,247243
1910,39,143,39143,SANDUSKY,NA,2945,247142
1920,39,143,39143,SANDUSKY,NA,2713,240257
1925,39,143,39143,SANDUSKY,NA,2759,239889
1930,39,143,39143,SANDUSKY,NA,2759,235348
1935,39,143,39143,SANDUSKY,NA,2748,240589
1940,39,143,39143,SANDUSKY,49.3,2383,235046
1945,39,143,39143,SANDUSKY,48.5,2282,237756
1950,39,143,39143,SANDUSKY,NA,2130,240069
1954,39,143,39143,SANDUSKY,NA,1953,230916
1959,39,143,39143,SANDUSKY,49.1,1743,233981
1964,39,143,39143,SANDUSKY,49.6,1509,233401
1969,39,143,39143,SANDUSKY,49.7000007629395,1488,240924
1974,39,143,39143,SANDUSKY,50.299999237060504,1130,213719
1978,39,143,39143,SANDUSKY,49.2,1075,217732
1982,39,143,39143,SANDUSKY,48.8,1046,207152
1987,39,143,39143,SANDUSKY,50.2,936,207294
1992,39,143,39143,SANDUSKY,51,850,202324
1997,39,143,39143,SANDUSKY,52.79999923706101,795,199446
2002,39,143,39143,Ohio\Sandusky,53.8,802,196152
2007,39,143,39143,SANDUSKY,54.9,781,181337
2012,39,143,39143,Ohio\Sandusky,54.9,737,181440
1850,39,145,39145,SCIOTO,NA,751,126385
1860,39,145,39145,SCIOTO,NA,1177,158032
1870,39,145,39145,SCIOTO,NA,1427,167453
1880,39,145,39145,SCIOTO,NA,2200,275376
1890,39,145,39145,SCIOTO,NA,2209,252380
1900,39,145,39145,SCIOTO,NA,2635,283950
1910,39,145,39145,SCIOTO,NA,2896,276273
1920,39,145,39145,SCIOTO,NA,2762,283237
1925,39,145,39145,SCIOTO,NA,2825,247040
1930,39,145,39145,SCIOTO,NA,2825,213635
1935,39,145,39145,SCIOTO,NA,3300,256383
1940,39,145,39145,SCIOTO,50.1,3354,227242
1945,39,145,39145,SCIOTO,50.3,3144,237377
1950,39,145,39145,SCIOTO,NA,2373,205600
1954,39,145,39145,SCIOTO,NA,1321,144462
1959,39,145,39145,SCIOTO,52.6,1198,148850
1964,39,145,39145,SCIOTO,53.3,1046,133302
1969,39,145,39145,SCIOTO,52.299999237060504,784,115654
1974,39,145,39145,SCIOTO,50.9000015258789,727,109330
1978,39,145,39145,SCIOTO,50.6,714,111600
1982,39,145,39145,SCIOTO,52,712,101353
1987,39,145,39145,SCIOTO,52.8,658,103646
1992,39,145,39145,SCIOTO,54,607,95704
1997,39,145,39145,SCIOTO,51.29999923706101,630,102981
2002,39,145,39145,Ohio\Scioto,53.3,709,96449
2007,39,145,39145,SCIOTO,55.4,755,102025
2012,39,145,39145,Ohio\Scioto,55.4,689,94342
1850,39,147,39147,SENECA,NA,2582,284376
1860,39,147,39147,SENECA,NA,2729,300807
1870,39,147,39147,SENECA,NA,2943,318629
1880,39,147,39147,SENECA,NA,3168,333065
1890,39,147,39147,SENECA,NA,3121,326383
1900,39,147,39147,SENECA,NA,3353,327485
1910,39,147,39147,SENECA,NA,3344,336645
1920,39,147,39147,SENECA,NA,3113,332132
1925,39,147,39147,SENECA,NA,3000,320596
1930,39,147,39147,SENECA,NA,3000,324350
1935,39,147,39147,SENECA,NA,3030,335780
1940,39,147,39147,SENECA,48.9,2781,331365
1945,39,147,39147,SENECA,48.2,2643,338977
1950,39,147,39147,SENECA,NA,2524,328654
1954,39,147,39147,SENECA,NA,2288,325708
1959,39,147,39147,SENECA,48.2,2115,324987
1964,39,147,39147,SENECA,47.9,1821,320863
1969,39,147,39147,SENECA,47.09999847412111,1887,329755
1974,39,147,39147,SENECA,48.7000007629395,1561,308751
1978,39,147,39147,SENECA,48.1,1516,305578
1982,39,147,39147,SENECA,47.9,1453,303740
1987,39,147,39147,SENECA,48.6,1398,299433
1992,39,147,39147,SENECA,50,1265,296368
1997,39,147,39147,SENECA,50.900001525879,1210,292662
2002,39,147,39147,Ohio\Seneca,53.2,1185,280449
2007,39,147,39147,SENECA,55.3,1147,269371
2012,39,147,39147,Ohio\Seneca,55.3,1113,290511
1850,39,149,39149,SHELBY,NA,1363,149442
1860,39,149,39149,SHELBY,NA,1771,197182
1870,39,149,39149,SHELBY,NA,2298,224098
1880,39,149,39149,SHELBY,NA,2667,254258
1890,39,149,39149,SHELBY,NA,2700,239203
1900,39,149,39149,SHELBY,NA,2856,251793
1910,39,149,39149,SHELBY,NA,2718,247695
1920,39,149,39149,SHELBY,NA,2624,245769
1925,39,149,39149,SHELBY,NA,2489,240653
1930,39,149,39149,SHELBY,NA,2489,242201
1935,39,149,39149,SHELBY,NA,2550,244385
1940,39,149,39149,SHELBY,48.9,2253,246689
1945,39,149,39149,SHELBY,48.6,2179,247588
1950,39,149,39149,SHELBY,NA,2167,246448
1954,39,149,39149,SHELBY,NA,1926,240243
1959,39,149,39149,SHELBY,49.3,1650,233617
1964,39,149,39149,SHELBY,49.3,1541,234293
1969,39,149,39149,SHELBY,47.299999237060504,1571,246930
1974,39,149,39149,SHELBY,48,1400,238568
1978,39,149,39149,SHELBY,47,1268,227764
1982,39,149,39149,SHELBY,47.6,1262,223653
1987,39,149,39149,SHELBY,48.4,1113,216287
1992,39,149,39149,SHELBY,48,971,203498
1997,39,149,39149,SHELBY,50.5,991,201998
2002,39,149,39149,Ohio\Shelby,51.9,1022,207329
2007,39,149,39149,SHELBY,55,1050,217969
2012,39,149,39149,Ohio\Shelby,55,986,206283
1850,39,151,39151,STARK,NA,3177,330289
1860,39,151,39151,STARK,NA,2823,327182
1870,39,151,39151,STARK,NA,3217,321536
1880,39,151,39151,STARK,NA,4110,341998
1890,39,151,39151,STARK,NA,4156,333189
1900,39,151,39151,STARK,NA,4495,342290
1910,39,151,39151,STARK,NA,4853,335382
1920,39,151,39151,STARK,NA,4628,328911
1925,39,151,39151,STARK,NA,4511,300796
1930,39,151,39151,STARK,NA,4511,260726
1935,39,151,39151,STARK,NA,4750,289211
1940,39,151,39151,STARK,51.7,4707,282820
1945,39,151,39151,STARK,50.6,4369,267111
1950,39,151,39151,STARK,NA,3887,256882
1954,39,151,39151,STARK,NA,3214,234110
1959,39,151,39151,STARK,51.4,2283,204003
1964,39,151,39151,STARK,51.5,1945,187972
1969,39,151,39151,STARK,51.2000007629395,1552,169431
1974,39,151,39151,STARK,51.2000007629395,1204,147503
1978,39,151,39151,STARK,50.4,1303,161582
1982,39,151,39151,STARK,51,1375,160620
1987,39,151,39151,STARK,51.3,1306,153302
1992,39,151,39151,STARK,53,1120,136612
1997,39,151,39151,STARK,52.5,1086,136737
2002,39,151,39151,Ohio\Stark,53.5,1337,145163
2007,39,151,39151,STARK,56.4,1300,138061
2012,39,151,39151,Ohio\Stark,56.4,1168,135749
1850,39,153,39153,SUMMIT,NA,2329,236301
1860,39,153,39153,SUMMIT,NA,2181,234207
1870,39,153,39153,SUMMIT,NA,2204,222785
1880,39,153,39153,SUMMIT,NA,2850,259404
1890,39,153,39153,SUMMIT,NA,2840,236454
1900,39,153,39153,SUMMIT,NA,2871,238816
1910,39,153,39153,SUMMIT,NA,2959,227405
1920,39,153,39153,SUMMIT,NA,2529,204210
1925,39,153,39153,SUMMIT,NA,2304,170983
1930,39,153,39153,SUMMIT,NA,2304,126710
1935,39,153,39153,SUMMIT,NA,2800,152111
1940,39,153,39153,SUMMIT,49.4,2986,135355
1945,39,153,39153,SUMMIT,49.8,2881,127707
1950,39,153,39153,SUMMIT,NA,2469,107756
1954,39,153,39153,SUMMIT,NA,2119,92919
1959,39,153,39153,SUMMIT,55.8,707,50149
1964,39,153,39153,SUMMIT,57.3,546,41934
1969,39,153,39153,SUMMIT,54.7000007629395,315,27592
1974,39,153,39153,SUMMIT,52.7000007629395,275,26241
1978,39,153,39153,SUMMIT,52.9,310,24656
1982,39,153,39153,SUMMIT,53,340,21920
1987,39,153,39153,SUMMIT,54.3,297,19808
1992,39,153,39153,SUMMIT,55,260,19088
1997,39,153,39153,SUMMIT,54,251,17235
2002,39,153,39153,Ohio\Summit,52.2,377,21117
2007,39,153,39153,SUMMIT,57.1,334,15166
2012,39,153,39153,Ohio\Summit,57.1,304,16545
1850,39,155,39155,TRUMBULL,NA,2753,335551
1860,39,155,39155,TRUMBULL,NA,2920,335831
1870,39,155,39155,TRUMBULL,NA,3233,348605
1880,39,155,39155,TRUMBULL,NA,3891,396023
1890,39,155,39155,TRUMBULL,NA,3940,358980
1900,39,155,39155,TRUMBULL,NA,4345,377552
1910,39,155,39155,TRUMBULL,NA,4456,365859
1920,39,155,39155,TRUMBULL,NA,3911,330510
1925,39,155,39155,TRUMBULL,NA,3928,298307
1930,39,155,39155,TRUMBULL,NA,3928,248669
1935,39,155,39155,TRUMBULL,NA,4213,302322
1940,39,155,39155,TRUMBULL,51.5,4053,294541
1945,39,155,39155,TRUMBULL,51,4450,298201
1950,39,155,39155,TRUMBULL,NA,3509,260885
1954,39,155,39155,TRUMBULL,NA,2932,235944
1959,39,155,39155,TRUMBULL,51.8,1920,182776
1964,39,155,39155,TRUMBULL,52.4,1565,166187
1969,39,155,39155,TRUMBULL,52,1040,117768
1974,39,155,39155,TRUMBULL,51.09999847412111,898,118932
1978,39,155,39155,TRUMBULL,50.3,990,122707
1982,39,155,39155,TRUMBULL,49.9,993,118519
1987,39,155,39155,TRUMBULL,51.9,951,122492
1992,39,155,39155,TRUMBULL,53,842,120519
1997,39,155,39155,TRUMBULL,53.200000762939005,788,112477
2002,39,155,39155,Ohio\Trumbull,55.1,1016,125962
2007,39,155,39155,TRUMBULL,56.8,970,125136
2012,39,155,39155,Ohio\Trumbull,56.8,888,113896
1850,39,157,39157,TUSCARAWAS,NA,2250,275699
1860,39,157,39157,TUSCARAWAS,NA,2480,309697
1870,39,157,39157,TUSCARAWAS,NA,2786,335226
1880,39,157,39157,TUSCARAWAS,NA,3288,375066
1890,39,157,39157,TUSCARAWAS,NA,3384,338892
1900,39,157,39157,TUSCARAWAS,NA,3581,339786
1910,39,157,39157,TUSCARAWAS,NA,3634,332536
1920,39,157,39157,TUSCARAWAS,NA,3264,312604
1925,39,157,39157,TUSCARAWAS,NA,2995,293787
1930,39,157,39157,TUSCARAWAS,NA,2995,275710
1935,39,157,39157,TUSCARAWAS,NA,3240,301804
1940,39,157,39157,TUSCARAWAS,51.7,2832,279137
1945,39,157,39157,TUSCARAWAS,51.3,3007,285298
1950,39,157,39157,TUSCARAWAS,NA,2520,262090
1954,39,157,39157,TUSCARAWAS,NA,2350,258094
1959,39,157,39157,TUSCARAWAS,51.2,1730,214330
1964,39,157,39157,TUSCARAWAS,52.2,1617,201489
1969,39,157,39157,TUSCARAWAS,50.799999237060504,1287,177891
1974,39,157,39157,TUSCARAWAS,50.9000015258789,1049,164115
1978,39,157,39157,TUSCARAWAS,50.6,1099,167552
1982,39,157,39157,TUSCARAWAS,51.1,1090,162457
1987,39,157,39157,TUSCARAWAS,52.9,1022,153277
1992,39,157,39157,TUSCARAWAS,53,922,148479
1997,39,157,39157,TUSCARAWAS,52,920,141358
2002,39,157,39157,Ohio\Tuscarawas,54.4,1076,159665
2007,39,157,39157,TUSCARAWAS,55.8,983,142642
2012,39,157,39157,Ohio\Tuscarawas,55.8,1014,138083
1850,39,159,39159,UNION,NA,1255,169893
1860,39,159,39159,UNION,NA,1794,212802
1870,39,159,39159,UNION,NA,1879,229796
1880,39,159,39159,UNION,NA,2771,262922
1890,39,159,39159,UNION,NA,2798,261123
1900,39,159,39159,UNION,NA,2937,275958
1910,39,159,39159,UNION,NA,2773,269064
1920,39,159,39159,UNION,NA,2736,263830
1925,39,159,39159,UNION,NA,2469,248573
1930,39,159,39159,UNION,NA,2469,251312
1935,39,159,39159,UNION,NA,2566,263497
1940,39,159,39159,UNION,50.3,2332,262898
1945,39,159,39159,UNION,50.2,2242,267248
1950,39,159,39159,UNION,NA,2086,260068
1954,39,159,39159,UNION,NA,1775,245346
1959,39,159,39159,UNION,49.9,1646,252079
1964,39,159,39159,UNION,50.2,1450,245009
1969,39,159,39159,UNION,48.59999847412111,1444,247500
1974,39,159,39159,UNION,50,1148,235593
1978,39,159,39159,UNION,48.1,1127,242050
1982,39,159,39159,UNION,48.8,985,241505
1987,39,159,39159,UNION,50,907,232553
1992,39,159,39159,UNION,50,803,222957
1997,39,159,39159,UNION,52.400001525879,811,204693
2002,39,159,39159,Ohio\Union,52.8,1021,256024
2007,39,159,39159,UNION,55.8,932,218657
2012,39,159,39159,Ohio\Union,55.8,995,241935
